Request ID,Request Description
24-FOI-00563,"Obtain copies of my personnel file(s) and any files from the investigation(s) that purportedly led to my termination. Specifically, my termination letter referenced the results of a recent investigation where it is alleged, I made inappropriate comments about race when hiring and promoting. I am asking for the findings of that investigation and my answers as documented in the final report. Secondly and in addition to my personnel file(s) and the findings of the above investigation, my termination letter also referenced another investigation into a Teams call I participated in. I am requesting the finding(s) of that investigation and my answers as documented in the final report."
24-FOI-00564,Michael Johnson DOB: Georgia Workers compensation claim in litigation -- see attached Request for Production of Documents
24-FOI-00565,"Pursuant to the enclosed release, please produce all employment records referenced in Ms. Jennifer L. Cordova's employment release including any medical records in her employment files. (Date Range for Record Search: From 03/14/2018 To 06/20/2024)"
24-FOI-00566,-Inspection reports for overhead wires in Hudson River tunnels for the past five years -Overhead wires safety protocol memos and manuals for the past five years -Delay reports for trains using Hudson River tunnels for the past five years -AMTRAK worforce report -Any of AMTRAK's Equipment Review reports from the past five years (looking for information on pantograph) (Date Range for Record Search: From 01/01/2019 To 06/24/2024)
24-FOI-00567,The contract between ADVANCE (a joint venture of AECOM and Jacobs) and Amtrak to perform delivery management services on the Frederick Douglass Tunnel Program. Please include the statement of work as well as any change orders or modifications. The contract between Kiewit/J.F. Shea Joint Venture and Amtrak to build the Frederick Douglass Tunnel. Please include the statement of work as well as any change orders or modifications. The contract between Clark Construction/Stacy and Amtrak to perform construction work on the Frederick Douglass Tunnels Southern Approach Package. Please include the statement of work as well as any change orders or modifications. The contract between Witbeck Joint Venture and Amtrak to perform construction work on the Frederick Douglass Tunnels Southern Approach Package. Please include the statement of work as well as any change orders or modifications. The contract between K.K. Adams and Amtrak to perform supplemental pre-construction activities as part of the Frederick Douglass Tunnel Program. Please include the statement of work as well as any change orders or modifications. The contract between Delaware Cornerstone Builders and Amtrak to perform supplemental pre-construction activities as part of the Frederick Douglass Tunnel Program. Please include the statement of work as well as any change orders or modifications. (Date Range for Record Search: From 01/01/2020 To 06/27/2024)
24-FOI-00568,"A copy of each recent report or study or plan for: Infrastructure Renewal and Speed Improvement Program. If you require more context, please see this Amtrak document: https://media.amtrak.com/2023/06/amtrak-applies-for-7-3-billion-in-federal-grants-to-advance-northeast-corridor-infrastructure-upgrades/"
24-FOI-00569,A copy of documents with speed/time projections/estimates for the Avelia Liberty trainsets. I also request a copy of the current timetabel for placing the new trainsets into service.
24-FOI-00570,"I would like to make a request under the Freedom of Information Act for all emails, texts, attachments, maps, GIS Data, powerpoints and written correspondence related to track or curve straightening or changes in track geometry in Connecticut along the Northeast Corridor. (Date Range for Record Search: From 01/01/2024 To 07/01/2024)"
24-FOI-00571,Please provide the ways a FOIA request may be submitted to the National Railroad Passenger Corporation (AMTRAK) FOIA Department. Please provide any changes to submitting FOIA requests to the National Railroad Passenger Corporation (AMTRAK) FOIA Department since 2019. Please provide the date of the changes. Please provide the date the changes were updated on the AMTRAK website in which instructions for submitting a FOIA request were displayed. Please provide all the ways an Appeal is able to be submitted to the National Railroad Passenger Corporation (AMTRAK) FOIA Department since 2019. Please provide any changes that have occurred to the appeal process for the National Railroad Passenger Corporation (AMTRAK) FOIA Department since 2019. Please provide if AMTRAK feels having different acceptable means for submitting requests and appeals is beneficial to the requestor understanding acceptable forms of FOIA requests and FOIA appeals. Please provide if having different acceptable means of requests and appeals creates a difficult process for the requestor & appellant in regards to the requests that may need to be appealed but potentially in a different means from the required means for submitting requests.
24-FOI-00572,"Please provide how many National Railroad Passenger Corporation FOIA appeals are awaiting to be assigned as of 7/2/2024. Please provide how many appeals were assigned in 2020, 2021, 2022, 2023, and how many currently have been assigned as of the completion of the request in 2024 or a later year depending on date of completion of the request. Please provide how many appeals were completed in 2020, 2021, 2022, 2023, & 2024. Please provide the average amount of time it takes for an appeal to be assigned. Please provide why an appeal would need greater than 300 days to be assigned, please provide why an appeal would need greater than 500 days to be assigned. Please provide the longest amount of time an appeal has taken to be assigned during the duration of the overseeing appellant representative has been within the role of overseeing appeals for the National Railroad Passenger Corporations FOIA Department; whom I believe is Eleanor Acheson."
24-FOI-00573,I request Amtrak (agency) provide the following records within 20 business days concerning the Susquehanna River Rail Bridge Project (SRB) The contract between Amtrak and Flatiron/Herzog Joint Venture for construction on the SRB. Please include the statement of work as well as any change orders or modifications. The contract between Amtrak and AECOM for design and construction management on the SRB. Please include the statement of work as well as any change orders or modifications. The contract between Amtrak and Fay Construction for demolition work related to the SRB. (Date Range for Record Search: From 01/01/2023 To 07/05/2024)
24-FOI-00574,"Update: This is identical to 24-FOI-00518. I am specifically asking for a non-raster version (digital text-based PDF that is searchable) Requesting: December 5, 2022 Northeast Corridor employee timetable distributed to conductors, train operators and other employees and other non-Amtrak agencies A full timetable reissue occurred on December 5, 2022. Please provide only the initial issue of this ETT, as several general orders modified this ETT over its approximately 14 month lifespan. The cover page likely says something like ""Most Recent General Order: December 5, 2022"" having the same date as the ETT version. This should be just over 400 pages long. Amtrak is known to have produced digital text-based (non-raster) PDFs of its NEC ETTs since at least 2012. Please provide a text version that can have its text searched as was provided to me in 24-FOI-00437 regarding the 2024 ETT."
24-FOI-00575,"To Whom It May Concern: Pursuant to the Freedom of Information Act, I hereby request the following records: The following records for each of these listed federal awards: ASST_NON_69A36522503700AMTDC_6930 from Department of Transportation - Federal Railroad Administration Funding source: IIJA. Program: 0011: GRANTS FOR NATIONAL NETWORK (IIJA SUPP) Records: Copies of all invoices and receipts for this award paid for with funding from IIJA. The values of these should sum to the total outlays of this award from IIJA. If available, I am also requesting a database of these records in electronic spreadsheet format and any associated documentation for that database, such as column names or data dictionaries. Link to award on USA Spending: https://www.usaspending.gov/award/ASST_NON_69A36522503700AMTDC_6930/ ASST_NON_69A36522503710AMTDC_6930 from Department of Transportation - Federal Railroad Administration Funding source: IIJA. Program: 0011: GRANTS FOR NORTHEAST CORRIDOR (IIJA SUPP) Records: Copies of all invoices and receipts for this award paid for with funding from IIJA. The values of these should sum to the total outlays of this award from IIJA. If available, I am also requesting a database of these records in electronic spreadsheet format and any associated documentation for that database, such as column names or data dictionaries. Link to award on USA Spending: https://www.usaspending.gov/award/ASST_NON_69A36522503710AMTDC_6930/ ASST_NON_69A36521502440AMTDC_6930 from Department of Transportation - Federal Railroad Administration Funding source: ARP. Program: 0001: GRANTS FOR NORTHEAST CORRIDOR;0004: AMERICANS WITH DISABILITIES ACT ADA;0009: GRANTS FOR NORTHEAST CORRIDOR (ER DESIGNATED) Records: Copies of all invoices and receipts for this award paid for with funding from ARP. The values of these should sum to the total outlays of this award from ARP. If available, I am also requesting a database of these records in electronic spreadsheet format and any associated documentation for that database, such as column names or data dictionaries. Link to award on USA Spending: https://www.usaspending.gov/award/ASST_NON_69A36521502440AMTDC_6930/ ASST_NON_69A36521502430AMTDC_6930 from Department of Transportation - Federal Railroad Administration Funding source: ARP. Program: 0001: GRANTS FOR NATIONAL NETWORK;0004: AMERICANS WITH DISABILITIES ACT ADA;0009: GRANTS FOR NATIONAL NETWORK (ER DESIGNATED) Records: Copies of all invoices and receipts for this award paid for with funding from ARP. The values of these should sum to the total outlays of this award from ARP. If available, I am also requesting a database of these records in electronic spreadsheet format and any associated documentation for that database, such as column names or data dictionaries. Link to award on USA Spending: https://www.usaspending.gov/award/ASST_NON_69A36521502430AMTDC_6930/ Sincerely, Sean McMinn"
24-FOI-00576,"All, please review attached Lemont PD crash report. After review, please send me all reports, photos, and video footage pertaining to crash. VLG client- Elizabeth Riegler (deceased) VLG file- 19116 D/A- 05/25/2024 T/A- 1458 hrs. Thank you. Joseph Rodish The Vrdolyak Law Group 500 Church Street STE 220 Nashville, TN 37219 O.615-214-0154 jrodish@vrdolyak.com"
24-FOI-00577,"A copy of the Amtrak grant application (mid-2023) for: Infrastructure Renewal and Speed Improvement Program (Washington, DC to New Jersey). You may omit any detailed financial information if you wish."
24-FOI-00578,"The law firm of Davis, Bethune & Jones, LLC along with John Mullen of Franke, Schultz & Mullen have been retained as legal counsel by Ms. Holley regarding the abuse that occurred on onboard the Amtrak train which was scheduled to depart from Kansas City, Missouri on November 22, 2023 at 10:42 pm and arrive at Newton, KS on November 23, 2023 at 4:00 a.m. by a passenger/perpetrator which has been identified by Amtrak. We are requesting a copy of the incident report prepared by Amtrak Detective Binner and/or any other individual employed by Amtrak regarding this assault. (Date Range for Record Search: From 11/22/2023 To 11/23/2023)"
24-FOI-00579,I am requesting to receive a copy of the current and 10 year history of Train Mile payments (plus any penalty or incentive payments) that were made by Amtrak to each Host Railroad over which Amtrak operates its' passenger trains. (Date Range for Record Search: From 7/9/2014 To 7/9/2024)
24-FOI-00580,"Provide the MOST RECENT copy of invoices, bills, and subscription statements for ALL software, internet, phone, cellular, broadband, and cloud services from June 2023 to present. Include the most recent invoice for all related purchases for your agency and all associated agencies is multiple are controlled by the same entity. Provide the latest billing document for each vendor, even if outside this date range. (Date Range for Record Search: From 6/1/2023 To 7/9/2024)"
24-FOI-00581,"I'm looking for a copy of the Dispatched Calls for Service report for the Antioch (ACA) Station between Jan. 1, 2021 and Dec. 31, 2022 as presented by Tamika Smith at the San Joaquins Joint Powers Authority Board of Directors meeting on March 24, 2023. Following is a screenshot of the stats from your department's report. (Date Range for Record Search: From 7/9/2024 To 7/9/2024)"
24-FOI-00582,"copies of any and all communications between Amtrak staff and the following agencies / company regarding the closure / decommissioning of the Antioch Amtrak station between January 1, 2019 and March 30, 2023: San Joaquin Joint Powers Authority, including Stacey Mortensen, David Riperda, Tamika Smith, David Lipari, Paul Herman, Autumn Gowan, Kevin Sheridan, and any others, plus, the City of Antioch, City of Oakley and BNSF Railway. (Date Range for Record Search: From 1/1/2019 To 3/30/2023)"
24-FOI-00583,"I am requesting reports and recordings related to the shooting deaths of Chad Robertson on Feb. 8, 2017 and Jamar Jason Taylor on Aug. 24, 2021 by Amtrack Police near Chicago, Illinois."
24-FOI-00584,Reports of all shootings by Amtrak police from 2015 to present.
24-FOI-00585,"Hello, This request is being made on behalf of Mr. André Parvenu by NMF Law Group, APC located at 21051 Warner Center Lane Suite 210 Woodland Hills California 91367. Contact number (213) 800- 0706. I am writing to request records under the Freedom of Information Act (FOIA), 5 U.S.C. § 552. I seek information regarding the accident involving Mr. Andre Parvenu, which occurred on July 7, 2024 at some time between 4 p.m. and 5 p.m. Mr. Andre Parvenu was disembarking from the back of the Amtrak train at SKN, San Joaquin Station when the incident happened. Specifically, I am requesting the release and production of any and all records, videos recordings, reports and or documentation related to Mr. Parvenus fall at SKN Station on July 7, 2024, between 4 and 5 p.m. (Date Range for Record Search: From 7/7/2024 To 7/7/2024)"
24-FOI-00586,"Please release any and all documents related to the federal marshaling or nationalization of Amtrak. I'm not sure who you are or where I am but from where I came from there used to be a very useful catchphrase called railroad tycoons, I am not sure where they went or their um, gigantic fortunes-- Among other things I am looking for where that has gone. I am looking for under what authority, and what time frame The formerly private corporation has become owned by the United States government."
24-FOI-00587,"HRDC is seeking records of all FOIA litigation against the Amtrak Police Department and/or its employees or agents where the agency and/or its insurers paid $1,000 or more to resolve claims. These payments include but are not limited to settlements, damages, attorney fee awards, and sanctions, irrespective of the identity of the plaintiff or claimant. Specifically, HRDC requests the following records, provided in electronic native format where possible, and otherwise in electronic format: 1.	Records, regardless of physical form or characteristics, sufficient to show for all claims or lawsuits brought against the Amtrak Police Department and/or any of its agents or employees in which payments totaling $1,000 or more were disbursed from July 11, 2014 to the present: 	The name of all parties involved; 	The case or claim number; 	The jurisdiction in which the case or claim was brought (e.g., U.S. District Court for the District of Columbia, D.C. Superior Court, etc.); 	The date of resolution; 	The amount of money involved in the resolution and to whom it was paid, 2.	For each case or claim detailed above: 	The complaint or claim form and any amended versions; 	The verdict form, final judgment, settlement agreement, consent decree, or other paper that resolved the case.  (Date Range for Record Search: From 01/01/2023 To 01/01/2024)"
24-FOI-00588,"Staff Manuals, handbooks, or compilations of written agency instructions, policies, procedures, or unpublished policy statements and interpretations detailing how the agency communicates to the treasury department to process payments for litigation or claims against the agency that may affect a member of the public."
24-FOI-00589,"HRDC is seeking records of all FOIA litigation against the Bureau of Indian Affairs (BIA), the BIA Police, and/or its employees or agents where the agency and/or its insurers paid $1,000 or more to resolve claims. These payments include but are not limited to settlements, damages, attorney fee awards, and sanctions, irrespective of the identity of the plaintiff or claimant. Specifically, HRDC requests the following records, provided in electronic native format where possible, and otherwise in electronic format: 1.	Records, regardless of physical form or characteristics, sufficient to show for all claims or lawsuits brought against BIA and/or any of its agents or employees in which payments totaling $1,000 or more were disbursed from July 11, 2014 to the present: 	The name of all parties involved; 	The case or claim number; 	The jurisdiction in which the case or claim was brought (e.g., U.S. District Court for the District of Columbia, D.C. Superior Court, etc.); 	The date of resolution; 	The amount of money involved in the resolution and to whom it was paid, 2.	For each case or claim detailed above: 	The complaint or claim form and any amended versions; 	The verdict form, final judgment, settlement agreement, consent decree, or other paper that resolved the case.  (Date Range for Record Search: From 07/11/2014 To 07/11/2024)"
24-FOI-00590,"Please provide all documentation and internal conversations or external communications relating to the movement of the beginning of the crescent sunset limited from Tampa to New Orleans. I am specifically looking for communication from the executive branch but I also would like all any and all communication both internal at Amtrak and from any external agency or party regarding the stoppage of the crescent sunset limited departing from anywhere in Florida, Alabama, and Mississippi."
24-FOI-00591,I would like to request the amount of passenger boardings by station for Cascades train 518 on July 12. (Date Range for Record Search: From 07/12/2024 To 07/12/2024)
24-FOI-00592,"I would like to request the amount of boardings and deboardings by station for Amtrak Cascades train 518 on July 12, 2024. Additionally, I would like to request the maintenance log for the trainset that operated Amtrak Cascades train 518 on July 12, 2024 for the two months leading up to that date. (Date Range for Record Search: From 05/12/2024 To 07/12/2024)"
24-FOI-00593,CHIEF MECHANICAL OFFICER MONTHLY REPORT-FY24-JUNE 2024 (Date Range for Record Search: From 06/01/2024 To 07/16/2024)
24-FOI-00594,"This is a request for the June 2024 Operations Department ""Fleet Assignment Plan"". (Date Range for Record Search: From 05/01/2024 To 07/17/2024)"
24-FOI-00595,"This is a Freedom of Information Act request. As the President and Principal Executive Officer of the ANDREA DAWN MASSEY-WILSON Private Estate & Trust I accept your oath of office and bind you in trust as fiduciary and trustee. All information in regards to this Certificate of Live Birth; Certificate of Title, as one of the owners in name is requested to obtain a full accounting of public and private rail operations. This is to include all commercial and non-commercial transactions as well as all rights, titles and interests. As all transactions and operations commenced under fraudulent terms as well as all lacking a full disclosure shall be null and void. This is to include accounts payable and receivable of the double book entry GAPP, retirement, pension, deferred compensation of vessel or rents due for usury and charters are to be included in this request."
24-FOI-00596,"On Dec 22, 2023 Amtrak issued a Request for Proposals (RFP) pertaining to the acquisition of bi-level trainsets to support long-distance service. The electronic close date for bids was stipulated to be May 17, 2024. Amtrak has reportedly agreed to reissue a simplified RFP better aligned with the manufacturers capabilities. On page 3 of 23 of the December instruction to offerers the following statement governs: ""Any changes or modifications that Amtrak agrees to make will be communicated by Amtrak to all Offerors in the form of an amendment to this Solicitation. On page 3 of 23 of the December RFP the following is stated, "" Please provide a copy of the latest amendment to this RFP. (Date Range for Record Search: From 12/01/2023 To 07/19/2024)"
24-FOI-00597,"To the keeper of Amtrak records, Per the federal Freedom of Information Act, I am requesting the Customer OTP, Delays per 10k by Host, and Host Railroad Report Excel files for 2019-2022 similar to the PDF attachment to this request. You previously provided the 2023 version of these files to me. Please provide the information on a rolling basis and if possible, in a Microsoft Excel format? If the information is more easily accessible in another file format, that is okay. Please provide me with a fee estimate when available. I am not agreeing to any fees at this time. Thank you for your assistance with this and please let me know if you have any questions. Thanks, Eric Bippen Cell: +1 (314) 608-1991 bippeneric@gmail.com (Date Range for Record Search: From 01/01/2019 To 12/31/2022)"
24-FOI-00598,"1.	The contract between Amtrak and consulting firm Arup for the design of new tracks, platforms and concourses related to the southern expansion of Penn Station. The contract was publicly announced by Amtrak in June 2022: https://media.amtrak.com/2022/06/amtrak-awards-contract-to-arup-for-preliminary-design-of-railroad-infrastructure-that-will-support-new-york-penn-station-expansion/. 2.	The drawings from Amtrak/Arup showing the track alignment options being studied by Arup that appeared in the New York Post in September 2023: https://nypost.com/2023/09/19/penn-station-expansion-could-balloon-beyond-single-block-hit-whopping-16-7b-new-plans-reveal/. 3.	The detailed project schedule for the Hudson Tunnel Project being overseen by the Gateway Development Commission. 4.	The detailed project schedule for the Hudson Yards Concrete Casing project being overseen by Amtrak. 5.	The contract between Amtrak and The Related Companies for construction of the Hudson Yard Concrete Casings. 6.	The contract drawings showing the layouts for the Hudson Yards Concrete Casings already completed from 10th to 11th Avenues."
24-FOI-00599,Motor vehicle accident on 3/7/24 around 1:25pm in the Paoli Station Amtrack parking lot. Two vehicle accident involving Aashka Patel operating a 2006 Nissan Altima Silver and Jayson Ramos operating a 2019 Buick Encore black. We have video from Septa but it was far away from the loss location. Is there footage from Amtrack. Location in the parking lot is next to the sidewalk/curb which runs along the track off of Bracken Ave. (Date Range for Record Search: From 03/07/2024 To 03/07/2024)
24-FOI-00600,this train do stop work at 10:00-pm-7:00-AM is a distance the peace when people is sleeping at night and that horn so loud and it very rude
24-FOI-00601,Request copy of current APD vehicle fleet inventory.
24-FOI-00602,"Please send all travel itinerary of Christian L. Wiliams DOB 01/05/1976, ID number PA, 24379689 (Date Range for Record Search: From 7/23/2024 To 7/23/2024)"
24-FOI-00603,"a) Information regarding the speed limit for passenger trains operated on the Canadian Pacific Railway on any and all portions of the track located in Kenosha County, WI b) Information on whether Empire Builder trains operate with block signal systems, an automatic cab signal, automatic train stop, or automatic train control system."
24-FOI-00604,"Dear Records Department:  I am writing to obtain records of the fatal incident investigation that occurred on May 25th , 2024, at approximately 1510 CST between a pedestrian/trespasser and an Amtrak passenger train. The incident occurred at or near Stephen and Main Street in Lemont, IL. According to the National Resource Center bulletin, the collision resulted in a fatality.  The Illinois Commerce Commission is responsible for investigating railroad accidents in Illinois, including incidents that result in fatalities. Your police reports are invaluable to us in determining if any remedial actions may be necessary to improve safety at this location.  Please arrange to have a copy of the death investigation and Illinois Traffic Crash Report for the subject incident emailed or mailed to this office as soon as possible. Thank you for your prompt attention to this request. If you have any questions, please contact Aisha Jackson (773)762-9535, aisha.jackson@illinois.gov or icc.railsafety@illinois.gov. (Date Range for Record Search: From 05/25/2024 To 07/25/2024)"
24-FOI-00605,"To Whom It May Concern: Pursuant to the Freedom of Information Act, I hereby request the following records: The agenda and minutes for any meeting of the Amtrak Board of Directors that occurred in the month of March 2024, including the meetings that were scheduled to be held on March 20th and March 21st, 2024. The requested documents will be made available to the general public, and this request is not being made for commercial purposes. In the event that there are fees, I would be grateful if you would inform me of the total charges in advance of fulfilling my request. I would prefer the request filled electronically, by e-mail attachment if available or CD-ROM if not. Thank you in advance for your anticipated cooperation in this matter. I look forward to receiving your response to this request within 20 business days, as the statute requires. Sincerely, Ben Heckscher Upload documents directly: https://accounts.muckrock.com/accounts/login/?next=https%3A%2F%2Fwww.muckrock.com%2Faccounts%2Flogin%2F%3Fnext%3D%252Faccounts%252Fagency_login%252Famtrak-479%252Famtrak-board-of-directors-meeting-agendas-and-minutes-mar-2024-2nd-request-170180%252F%253Femail%253Dfoiarequests%252540amtrak.com&url_auth_token=AAATVczgYa5hDtGppW4msQn1q3M%3A1sXAyM%3A-lF01sLxOW0N5DAxdU7VW64P3KzYpMuwrn-_MvnIW3o"
24-FOI-00606,"Attached is a copy of the May 17, 2018 Amtrak Board Minutes. On pages 2 and 3 Mr. Comati briefs the Board regarding Amtrak's 2018-2027 Fleet Plan Strategy. The fleet plan is legislatively required as governed by the FAST Act. Please provide a copy of this document which is a ten-year plan as opposed to recent years five-year plans (Date Range for Record Search: From 01/01/2018 To 12/31/2019)"
24-FOI-00607,"Hi, my name is Minho Kim, and Im a reporter at the New York Times. Im requesting following information for a story that will look into critical points of failures in railway operations for Amtraks Northeast Corridor. I request the following information, preferably on a spreadsheet. - Data by month since July 2017 on each train delays happened under Amtraks jurisdiction for the Northeast Corridor between Washington D.C. and Boston. - For each delay, please provide the details including but not limited to:  - Delay causes: i.e., train operations, mechanical/rolling stock, engineering/infrastructure, weather, police action on right of way  - Location of delays both in terms of nearby stations and MilePost for the incident  - The length of delays  - Train number  - Date of the delay  - Other miscellaneous notes from the conductor/crew - For each month, please provide numbers of incidents and total number of Amtrak trains (or other commuter trains such as NJ Transit or SEPTA) delayed by those monthly incidents. Thank you, and please dont be hesitant to reach out for any questions on my request. Minho (Date Range for Record Search: From 07/01/2017 To 06/30/2024)"
24-FOI-00608,"any and all train/travel purchases and travel records from Amtrak pertaining to Matthew Raddatz (DOB: xx-xx-1959) SSN: xxx-xx-2471 for the period of 1-1-2017 to the present. Records to include train ticket purchases, dates, and destinations. (Date Range for Record Search: From 01/01/2017 To 07/29/2024)"
24-FOI-00609,"On June 12, 2019 the Federal Railroad Administration awarded Amtrak funds for the following project (press release is attached). Please provide confirmation that this grant was accepted, the project completed and the title to the property was transferred from CSX to Amtrak. Florida  Amtrak Sanford Subdivision Infrastructure Renewal Project Up to $3,850,000 National Railroad Passenger Corporation (Amtrak) Rehabilitates 52 miles of CSX Transportations A-Line between Palatka and DeLand train stations in Florida. CSX will transfer the renovated tracks ownership to Amtrak. (Date Range for Record Search: From 06/12/2019 To 07/29/2024)"
24-FOI-00610,"Please provide the current copy of ""FY24-25 Consist by Day"". This is an EXCEL spreadsheet product. A copy of a previously obtained version is attached in PDF format for illustrative purposes. The point of contact within Amtrak is Ryan McCunney, Service Planning Senior Manager."
24-FOI-00611,"Any and all documents and information, recorded or written, regarding an incident at Chicago Union Station on June 9, 2024, involving Shundra Johnson and Leonard Stepheny, including, but not limited to, accident reports, investigation reports and notes, photos, videos, witness statements and the names of any Amtrak employee involved in the incident and/or the investigation. (Date Range for Record Search: From 06/09/2024 To 06/09/2024)"
24-FOI-00612,"With regard to an incident of 5/17/24, when an Amtrak train struck a motor vehicle at or near the intersection of River Road and Felton Street in the City of North Tonawanda, NY, we are requesting the following: any and all information as to the timing of the lights at the intersection; any and all information with regard to the timing of the railroad crossing signals / gaits; any and all information as to any prior accidents at that location; any and all investigative reports; any and all repairs and maintenance logs for said location, as well as any and all information with regard to any complaints made."
24-FOI-00613,I am requesting detailed results for all herbicide application bids. (Date Range for Record Search: From 07/30/2014 To 07/31/2024)
24-FOI-00614,"When a customer contacts Amtrak using the ""E-mail Us"" section of the website, how long is the associated communication retained? I ask because sensitive information can be included in the message, even though Amtrak indicates it should not be."
24-FOI-00615,Request copy of log/summary of APD calls for service during time period 1/1/2024 - 1/31/2024. (Date Range for Record Search: From 01/01/2024 To 01/31/2024)
24-FOI-00616,"What cost factors are used to calculate the Fully Allocated Cost method of determining Private Car rates for: Base Mileage Rate; Additional Car Rate; Overnight Parking Rate-Boston; Overnight Parking Rate-New Orleans, Premium Daily Parking Rate- Chicago and Washington DC; Monthly Parking; Long Term Parking; Third-Party Contractor Servicing; Car Wash/Private Car; Waste Tank Service; Special Terminal Switching (including BOS-BON, NYS-HUD, NYS-NRO, PHL-HAR); Same Day Switch - Chicago; Oakland Jack London Square Switch; Additional Loco Fee; Amtrak Loco Daily Charge; Head End Power Daily Charge; Minimum Charge; Annual Admin Fee; All pass-through services; Return Check Fee. (Date Range for Record Search: From 10/01/2000 To 10/01/2024)"
24-FOI-00617,"I would like to request video footage for an incident that occur June 24, 2024. Our client William Montoya was hurt bad. Any questions feel free to contact me. (Date Range for Record Search: From 06/23/2024 To 06/25/2024)"
24-FOI-00618,"Name of Decedent: Zachary Hesch-Severns. Address of Decedent: West Loft Apartments, 220 South 47th Street, Apt. 435, Philadelphia, PA 19139 Date of Birth: March 21, 1982; Date of Death: April 24, 2024 Location of Incident: Darby Station, 420 Pine Street, Delaware County, PA (one stop South of 30th Street Station) We would like to obtain copies of your investigative file, including copies of all videos and photos, witness statements, inter-office communications, as well as a copy of your incident report, etc. As your investigation is complete, there should be no issue with this request. If you cannot supply these at the moment, we would like all documents and materials pertaining to this fatal accident preserved. (Date Range for Record Search: From 4/24/2024 To 4/24/2024)"
24-FOI-00619,"reports (weekly or a summary for the month of July) listing diesel locomotives, by type or road number, out of service for repairs that result in the unit being unavailable for service, 48 hours or more. (Date Range for Record Search: From 8/6/2024 To 8/6/2024)"
24-FOI-00620,"1) Copy of all active lubricant supply contracts with Trac Lubricants & Coatings LLC, a Delaware limited liability company (""Trac Lubricants""), for the supply of lubricants to Amtrak; 2) Copy of all active lubricant supply contracts with Real Technologies LLC, a Utah limited liability company doing business as PlanetSafe Lubricants (""PlanetSafe Lubricants""), for the supply of lubricants to Amtrak, for the Los Angeles and Oakland California locations. If the above contract(s) cannot be released in full for any reason, then we request, in lieu of the above, documentation showing the following: 3) In lieu of item 1: a. The current price(s) per 55 gallon drum of VISCO lubricant (in 2008 this was purchased under product code 37-180-04300), as supplied by Trac Lubricants; b. The current price(s) per 5 gallon pail of VISCO lubricant (in 2008 this was purchased under product code 37-180-04350), as supplied by Trac Lubricants; c. Whether each contract under which items a. and b. above are supplied to Amtrak by Trac. Lubricants is a fixed price-fixed quantity contract, or indefinite quantity contract. d. The expiration date of the current contract(s) under which items a. and b. above are supplied to Amtrak by Trac Lubricants. 4) In lieu of item 2: a. The current price(s) per can of AIM Industrial aerosol lubricants, as supplied by PlanetSafe Lubricants to Amtrak Los Angeles and Oakland, California. b. Whether each contract under which item a above is supplied to Amtrak in Los Angeles and Oakland by PlanetSafe Lubricants is a fixed price-fixed quantity contract, or indefinite quantity contract; c. The expiration date of the current contract(s) under which item a above is supplied to Amtrak by PlanetSafe Lubricants.  (Date Range for Record Search: From 8/6/2024 To 8/6/2024)"
24-FOI-00621,"A copy of the solicitation packet for the Request for Proposal Dedicated Thruway Bus Service to/from Albany, NY - Pittsfield, MA. As information, the solicitation for this RFP was referenced on Amtrak's Procurement portal as RFX Number WS-4564716780. (Date Range for Record Search: From 04/01/2024 To 06/30/2024)"
24-FOI-00622,"Greetings! Video Footage from: 50 Massachusetts Ave NW, Washington, DC 20001 Date: August 4th Time: 10:00pm to 11:00pm I am requesting to see the video footage from the 2nd and 3rd lanes at Union Station. On Sunday, August 4th my husband, myself, and two children were waiting by the second lane at Union Station for our Uber ride. When our Uber ride came he drove into the 3rd lane. We walked over to put our items in the car. Somehow one of our bags didn't make it in the trunk of the car and when we went back it was gone. We would like to see the footage so we can see what transpired between us walking over to the Uber and putting our bags into the car. I have a picture of the camera at Union Station but I could not attach it, the camera number is 58837. (Date Range for Record Search: From 08/04/2024 To 08/04/2024)"
