foia_id,departments,keywords
20-FOI-00031,"Video (surveillance videos, APD,EMCS),Lawsuits,Contract Management","video,lawsuits,contracts"
20-FOI-00032,Unknown,
20-FOI-00033,Unknown,
20-FOI-00034,Unknown,
20-FOI-00035,Unknown,
20-FOI-00036,"Central Reporting,Telephone Records,Video (surveillance videos, APD,EMCS),Contract Management","incident,telephone,video,contract"
20-FOI-00037,Unknown,
20-FOI-00038,Unknown,
20-FOI-00039,Unknown,
20-FOI-00040,Unknown,
20-FOI-00041,Email searches,emails
20-FOI-00042,Unknown,
20-FOI-00043,Unknown,
20-FOI-00044,Unknown,
20-FOI-00045,Unknown,
20-FOI-00049,Claims,claims
20-FOI-00050,Unknown,
20-FOI-00051,Unknown,
20-FOI-00052,Unknown,
20-FOI-00053,Unknown,
20-FOI-00054,Unknown,
20-FOI-00055,Unknown,
20-FOI-00056,Customer Service,customer
20-FOI-00057,"Video (surveillance videos, APD,EMCS)",surveillance
20-FOI-00058,"Video (surveillance videos, APD,EMCS)",video
20-FOI-00059,"Central Reporting,Video (surveillance videos, APD,EMCS)","incident,video"
20-FOI-00060,Unknown,
20-FOI-00061,Contract Management,contracts
20-FOI-00062,"Procurement,Contract Management","procurement,contracts"
20-FOI-00063,Unknown,
20-FOI-00064,Contract Management,contract
20-FOI-00065,Unknown,
20-FOI-00066,Unknown,
20-FOI-00067,Unknown,
20-FOI-00068,Unknown,
20-FOI-00069,Unknown,
20-FOI-00070,Unknown,
20-FOI-00071,Unknown,
20-FOI-00072,Train Schedules,delays
20-FOI-00073,Unknown,
20-FOI-00074,Unknown,
20-FOI-00075,Unknown,
20-FOI-00076,Unknown,
20-FOI-00077,Unknown,
20-FOI-00078,Unknown,
20-FOI-00079,Unknown,
20-FOI-00080,Unknown,
20-FOI-00081,Customer Service,customer
20-FOI-00082,Unknown,
20-FOI-00083,Unknown,
20-FOI-00084,Unknown,
20-FOI-00085,Unknown,
20-FOI-00086,Contract Management,bid
20-FOI-00087,Unknown,
20-FOI-00088,"Video (surveillance videos, APD,EMCS)",video
20-FOI-00089,Unknown,
20-FOI-00090,Unknown,
20-FOI-00091,Unknown,
20-FOI-00092,Unknown,
20-FOI-00093,Unknown,
20-FOI-00094,Unknown,
20-FOI-00095,Unknown,
20-FOI-00096,"Video (surveillance videos, APD,EMCS)",video
20-FOI-00097,Unknown,
20-FOI-00098,Unknown,
20-FOI-00099,Unknown,
20-FOI-00100,Unknown,
20-FOI-00101,Contract Management,bid
20-FOI-00102,Unknown,
20-FOI-00103,Unknown,
20-FOI-00104,Unknown,
20-FOI-00105,"Central Reporting,Claims,Video (surveillance videos, APD,EMCS)","incident,claims,video"
20-FOI-00106,Central Reporting,incident
20-FOI-00107,Unknown,
20-FOI-00108,Unknown,
20-FOI-00109,VP Comptroller Finance Financial Planning and Analysis ,financial
20-FOI-00110,Contract Management,contract
20-FOI-00111,"Video (surveillance videos, APD,EMCS)",video
20-FOI-00112,Unknown,
20-FOI-00113,Police Department,police
20-FOI-00114,Unknown,
20-FOI-00115,"Video (surveillance videos, APD,EMCS)",video
20-FOI-00116,Unknown,
20-FOI-00117,Contract Management,bid
20-FOI-00118,Unknown,
20-FOI-00119,Unknown,
20-FOI-00120,Contract Management,contract
20-FOI-00121,Unknown,
20-FOI-00122,"Video (surveillance videos, APD,EMCS),Central Reporting","video,accident"
20-FOI-00123,Unknown,
20-FOI-00124,Claims,claims
20-FOI-00125,"Video (surveillance videos, APD,EMCS),Central Reporting","video,accident"
20-FOI-00126,Central Reporting,incident
20-FOI-00127,Unknown,
20-FOI-00128,Unknown,
20-FOI-00129,Unknown,
20-FOI-00130,Unknown,
20-FOI-00131,Unknown,
20-FOI-00132,Unknown,
20-FOI-00133,Central Reporting,incident
20-FOI-00134,Central Reporting,accident
20-FOI-00135,Unknown,
20-FOI-00137,VP Comptroller Finance Financial Planning and Analysis ,financial
20-FOI-00138,"Video (surveillance videos, APD,EMCS)",video
20-FOI-00139,Unknown,
20-FOI-00140,Unknown,
20-FOI-00141,Unknown,
20-FOI-00142,"Central Reporting,Claims,Video (surveillance videos, APD,EMCS)","incident,claims,video"
20-FOI-00143,Unknown,
20-FOI-00144,"Central Reporting,Video (surveillance videos, APD,EMCS)","incident,video"
20-FOI-00145,Procurement,procurement
20-FOI-00146,Unknown,
20-FOI-00147,Unknown,
20-FOI-00148,Unknown,
20-FOI-00149,Unknown,
20-FOI-00150,Unknown,
20-FOI-00151,Unknown,
20-FOI-00152,Email searches,emails
20-FOI-00153,Unknown,
20-FOI-00154,Unknown,
20-FOI-00155,Unknown,
20-FOI-00156,Unknown,
20-FOI-00157,Unknown,
20-FOI-00158,Contract Management,contract
20-FOI-00159,Unknown,
20-FOI-00160,Unknown,
20-FOI-00161,Unknown,
20-FOI-00162,Unknown,
20-FOI-00163,Unknown,
20-FOI-00164,Unknown,
20-FOI-00165,Unknown,
20-FOI-00166,Unknown,
20-FOI-00167,Unknown,
20-FOI-00168,Unknown,
20-FOI-00169,Unknown,
20-FOI-00170,Unknown,
20-FOI-00171,Unknown,
20-FOI-00172,Unknown,
20-FOI-00173,"Contract Management,Central Reporting","contractors,incident"
20-FOI-00174,Unknown,
20-FOI-00175,Police Department,police
20-FOI-00176,Contract Management,contract
20-FOI-00177,Unknown,
20-FOI-00178,Unknown,
20-FOI-00179,Unknown,
20-FOI-00180,Unknown,
20-FOI-00181,Unknown,
20-FOI-00182,Unknown,
20-FOI-00183,Unknown,
20-FOI-00184,Unknown,
20-FOI-00185,Train Schedules,delays
20-FOI-00186,Unknown,
20-FOI-00187,Unknown,
20-FOI-00188,Unknown,
20-FOI-00189,Occupational Disciplinary Investigations,discrimination
20-FOI-00190,Contract Management,contract
20-FOI-00191,Unknown,
20-FOI-00192,"Police Department,Video (surveillance videos, APD,EMCS)","police,video"
20-FOI-00193,Unknown,
20-FOI-00194,Unknown,
20-FOI-00195,Contract Management,bid
20-FOI-00196,Unknown,
20-FOI-00197,Unknown,
20-FOI-00198,Unknown,
20-FOI-00199,Unknown,
20-FOI-00200,Contract Management,contracts
20-FOI-00201,Contract Management,contracts
20-FOI-00202,Unknown,
20-FOI-00203,Unknown,
20-FOI-00204,Unknown,
20-FOI-00205,Contract Management,bid
20-FOI-00206,Unknown,
20-FOI-00207,Unknown,
20-FOI-00208,Unknown,
20-FOI-00209,Contract Management,bid
20-FOI-00210,Unknown,
20-FOI-00211,Unknown,
20-FOI-00212,Unknown,
20-FOI-00213,Police Department,police
20-FOI-00214,Unknown,
20-FOI-00215,Unknown,
20-FOI-00216,Unknown,
20-FOI-00217,Contract Management,bid
20-FOI-00218,"Central Reporting,Video (surveillance videos, APD,EMCS),Police Department","incident,video,police"
20-FOI-00219,Unknown,
20-FOI-00220,Unknown,
20-FOI-00221,Central Reporting,accident
20-FOI-00222,Unknown,
20-FOI-00223,Contract Management,contract
21-FOI-00001,Contract Management,bid
21-FOI-00002,Unknown,
21-FOI-00003,"Video (surveillance videos, APD,EMCS),Telephone Records","video,telephone"
21-FOI-00004,Unknown,
21-FOI-00005,VP Comptroller Finance Financial Planning and Analysis ,financial
21-FOI-00006,Unknown,
21-FOI-00007,Unknown,
21-FOI-00008,Unknown,
21-FOI-00009,Unknown,
21-FOI-00010,"Contract Management,Claims","contracts,claims"
21-FOI-00011,Contract Management,bid
21-FOI-00012,Unknown,
21-FOI-00013,Unknown,
21-FOI-00014,Unknown,
21-FOI-00015,Unknown,
21-FOI-00016,Contract Management,contract
21-FOI-00017,VP Comptroller Finance Financial Planning and Analysis ,financial
21-FOI-00018,Unknown,
21-FOI-00019,"Video (surveillance videos, APD,EMCS),Central Reporting,Email searches","surveillance,incident,emails"
21-FOI-00020,Unknown,
21-FOI-00021,Contract Management,contracts
21-FOI-00022,"Central Reporting,Police Department","accident,police"
21-FOI-00023,Unknown,
21-FOI-00024,"Police Department,Central Reporting","police,incident"
21-FOI-00026,Unknown,
21-FOI-00027,Police Department,police
21-FOI-00028,"Ridership Statistics, Station Ridership Data",statistics
21-FOI-00029,Central Reporting,incident
21-FOI-00030,Unknown,
21-FOI-00031,Unknown,
21-FOI-00032,Unknown,
21-FOI-00033,Unknown,
21-FOI-00034,Unknown,
21-FOI-00035,Unknown,
21-FOI-00036,Unknown,
21-FOI-00037,Unknown,
21-FOI-00038,VP Comptroller Finance Financial Planning and Analysis ,financial
21-FOI-00039,Unknown,
21-FOI-00040,"Video (surveillance videos, APD,EMCS)",video
21-FOI-00041,"Contract Management,Claims","contract,claims"
21-FOI-00042,Police Department,police
21-FOI-00043,Contract Management,bid
21-FOI-00044,Unknown,
21-FOI-00045,Unknown,
21-FOI-00046,Unknown,
21-FOI-00047,Contract Management,bid
21-FOI-00048,Unknown,
21-FOI-00049,Contract Management,contract
21-FOI-00050,Unknown,
21-FOI-00051,Unknown,
21-FOI-00052,Unknown,
21-FOI-00053,Unknown,
21-FOI-00054,Unknown,
21-FOI-00055,Unknown,
21-FOI-00056,Unknown,
21-FOI-00057,Unknown,
21-FOI-00058,Unknown,
21-FOI-00059,Unknown,
21-FOI-00060,Central Reporting,accident
21-FOI-00061,Contract Management,contracts
21-FOI-00062,Email searches,emails
21-FOI-00063,Contract Management,contracts
21-FOI-00064,Contract Management,contract
21-FOI-00065,Unknown,
21-FOI-00066,Unknown,
21-FOI-00067,Unknown,
21-FOI-00068,Unknown,
21-FOI-00069,Unknown,
21-FOI-00070,Unknown,
21-FOI-00071,Occupational Health ADA,accessibility
21-FOI-00072,Unknown,
21-FOI-00073,Unknown,
21-FOI-00074,"Pricing & Revenue Management, Train Fares,Claims,Lawsuits","fee,claims,lawsuits"
21-FOI-00075,Unknown,
21-FOI-00076,"Pricing & Revenue Management, Train Fares",fee
21-FOI-00077,Unknown,
21-FOI-00078,"Occupational Disciplinary Investigations,VP Comptroller Finance Financial Planning and Analysis ","discrimination,financial"
21-FOI-00079,Unknown,
21-FOI-00080,Unknown,
21-FOI-00081,VP Comptroller Finance Financial Planning and Analysis ,financial
21-FOI-00082,Unknown,
21-FOI-00083,Contract Management,contract
21-FOI-00084,Unknown,
21-FOI-00085,Unknown,
21-FOI-00086,Unknown,
21-FOI-00087,Unknown,
21-FOI-00088,Unknown,
21-FOI-00089,Contract Management,contract
21-FOI-00090,"Video (surveillance videos, APD,EMCS),Customer Service,Central Reporting","video,customer,incident"
21-FOI-00091,Unknown,
21-FOI-00092,Unknown,
21-FOI-00093,Unknown,
21-FOI-00094,Unknown,
21-FOI-00095,Unknown,
21-FOI-00096,Unknown,
21-FOI-00097,Unknown,
21-FOI-00098,"Video (surveillance videos, APD,EMCS),Central Reporting","surveillance,incident"
21-FOI-00099,Unknown,
21-FOI-00100,Unknown,
21-FOI-00101,Contract Management,contract
21-FOI-00102,Unknown,
21-FOI-00103,Unknown,
21-FOI-00104,"Video (surveillance videos, APD,EMCS)",video
21-FOI-00105,Unknown,
21-FOI-00106,Unknown,
21-FOI-00107,Unknown,
21-FOI-00108,Unknown,
21-FOI-00109,"Video (surveillance videos, APD,EMCS)",surveillance
21-FOI-00110,Unknown,
21-FOI-00111,Contract Management,contract
21-FOI-00112,Unknown,
21-FOI-00113,Unknown,
21-FOI-00114,Unknown,
21-FOI-00115,Unknown,
21-FOI-00116,Unknown,
21-FOI-00117,Unknown,
21-FOI-00118,Unknown,
21-FOI-00119,Unknown,
21-FOI-00120,Unknown,
21-FOI-00121,"Police Department,Video (surveillance videos, APD,EMCS)","police,video"
21-FOI-00122,Unknown,
21-FOI-00123,Contract Management,contract
21-FOI-00124,Unknown,
21-FOI-00125,Unknown,
21-FOI-00126,Unknown,
21-FOI-00127,"Video (surveillance videos, APD,EMCS)",surveillance
21-FOI-00128,Customer Service,customer
21-FOI-00129,Claims,claims
21-FOI-00130,Contract Management,contract
21-FOI-00131,Central Reporting,incident
21-FOI-00132,Unknown,
21-FOI-00133,Contract Management,contractors
21-FOI-00134,"Video (surveillance videos, APD,EMCS)",video
21-FOI-00135,Unknown,
21-FOI-00141,Unknown,
21-FOI-00142,Unknown,
21-FOI-00143,Unknown,
21-FOI-00144,"Video (surveillance videos, APD,EMCS)",video
21-FOI-00145,Unknown,
21-FOI-00146,Unknown,
21-FOI-00147,Central Reporting,accident
22-FOI-00001,Unknown,
22-FOI-00002,Email searches,emails
22-FOI-00003,"Video (surveillance videos, APD,EMCS),Pricing & Revenue Management, Train Fares","video,fee"
22-FOI-00004,Unknown,
22-FOI-00005,Unknown,
22-FOI-00006,Central Reporting,incident
22-FOI-00007,"Central Reporting,Video (surveillance videos, APD,EMCS),Telephone Records","incident,video,telephone"
22-FOI-00008,Central Reporting,incident
22-FOI-00009,Unknown,
22-FOI-00010,Unknown,
22-FOI-00011,"Pricing & Revenue Management, Train Fares",fee
22-FOI-00012,Unknown,
22-FOI-00013,Central Reporting,incident
22-FOI-00014,Unknown,
22-FOI-00015,Unknown,
22-FOI-00016,Unknown,
22-FOI-00017,VP Comptroller Finance Financial Planning and Analysis ,financial
22-FOI-00018,Contract Management,contract
22-FOI-00019,Unknown,
22-FOI-00020,Unknown,
22-FOI-00021,Unknown,
22-FOI-00022,Unknown,
22-FOI-00023,Unknown,
22-FOI-00024,Central Reporting,incident
22-FOI-00025,"Video (surveillance videos, APD,EMCS)",video
22-FOI-00026,Unknown,
22-FOI-00027,Central Reporting,incident
22-FOI-00028,Unknown,
22-FOI-00029,Unknown,
22-FOI-00030,Unknown,
22-FOI-00031,Unknown,
22-FOI-00032,Unknown,
22-FOI-00033,Unknown,
22-FOI-00034,Unknown,
22-FOI-00035,Unknown,
22-FOI-00036,Contract Management,bid
22-FOI-00037,Unknown,
22-FOI-00038,Unknown,
22-FOI-00039,"Pricing & Revenue Management, Train Fares",fee
22-FOI-00040,Unknown,
22-FOI-00041,Unknown,
22-FOI-00042,"Video (surveillance videos, APD,EMCS),Central Reporting","video,incident"
22-FOI-00043,"Video (surveillance videos, APD,EMCS),Central Reporting","surveillance,accident"
22-FOI-00044,Email searches,emails
22-FOI-00045,Unknown,
22-FOI-00046,Contract Management,contracts
22-FOI-00047,Unknown,
22-FOI-00048,"Central Reporting,Police Department,Train Schedules,Pricing & Revenue Management, Train Fares","incident,police,delay,fee"
22-FOI-00049,Contract Management,bid
22-FOI-00050,Unknown,
22-FOI-00051,Unknown,
22-FOI-00052,Unknown,
22-FOI-00053,Unknown,
22-FOI-00054,"Video (surveillance videos, APD,EMCS)",surveillance
22-FOI-00055,Unknown,
22-FOI-00056,Unknown,
22-FOI-00057,Unknown,
22-FOI-00058,Unknown,
22-FOI-00059,Unknown,
22-FOI-00060,Unknown,
22-FOI-00061,Unknown,
22-FOI-00062,Email searches,emails
22-FOI-00063,Unknown,
22-FOI-00064,Central Reporting,accident
22-FOI-00065,Contract Management,contract
22-FOI-00066,Unknown,
22-FOI-00067,Customer Service,customer
22-FOI-00068,Contract Management,contracts
22-FOI-00069,Unknown,
22-FOI-00070,Unknown,
22-FOI-00071,Unknown,
22-FOI-00072,Unknown,
22-FOI-00073,"Pricing & Revenue Management, Train Fares",fee
22-FOI-00074,Email searches,emails
22-FOI-00075,Email searches,emails
22-FOI-00076,Email searches,emails
22-FOI-00077,Email searches,emails
22-FOI-00078,Email searches,emails
22-FOI-00079,Unknown,
22-FOI-00080,Unknown,
22-FOI-00081,Unknown,
22-FOI-00082,Unknown,
22-FOI-00083,Police Department,police
22-FOI-00084,Unknown,
22-FOI-00085,Unknown,
22-FOI-00086,Unknown,
22-FOI-00087,Unknown,
22-FOI-00088,Unknown,
22-FOI-00089,Police Department,police
22-FOI-00090,Unknown,
22-FOI-00091,Unknown,
22-FOI-00092,Unknown,
22-FOI-00093,Unknown,
22-FOI-00094,Contract Management,bid
22-FOI-00095,Unknown,
22-FOI-00096,Unknown,
22-FOI-00097,Unknown,
22-FOI-00098,Unknown,
22-FOI-00099,Unknown,
22-FOI-00100,Contract Management,contract
22-FOI-00101,Unknown,
22-FOI-00102,Unknown,
22-FOI-00103,VP Comptroller Finance Financial Planning and Analysis ,financial
22-FOI-00104,Unknown,
22-FOI-00105,Unknown,
22-FOI-00106,Unknown,
22-FOI-00107,Email searches,emails
22-FOI-00108,Email searches,emails
22-FOI-00109,Email searches,emails
22-FOI-00110,Email searches,emails
22-FOI-00111,Police Department,police
22-FOI-00112,Unknown,
22-FOI-00113,Unknown,
22-FOI-00114,Email searches,emails
22-FOI-00115,Mechanical Systems,locomotives
22-FOI-00116,"Police Department,Central Reporting","police,accident"
22-FOI-00117,Unknown,
22-FOI-00118,Unknown,
22-FOI-00119,Unknown,
22-FOI-00120,Unknown,
22-FOI-00121,Unknown,
22-FOI-00122,Contract Management,contract
22-FOI-00123,Central Reporting,accident
22-FOI-00124,Unknown,
22-FOI-00125,Unknown,
22-FOI-00126,Contract Management,contracts
22-FOI-00127,Unknown,
22-FOI-00128,Unknown,
22-FOI-00129,Unknown,
22-FOI-00130,Contract Management,contracts
22-FOI-00131,Unknown,
22-FOI-00132,Contract Management,contractors
22-FOI-00133,Contract Management,contracts
22-FOI-00134,Contract Management,contract
22-FOI-00135,Telephone Records,telephone
22-FOI-00136,Unknown,
22-FOI-00137,Contract Management,contract
22-FOI-00138,Unknown,
22-FOI-00139,"Central Reporting,Video (surveillance videos, APD,EMCS),Pricing & Revenue Management, Train Fares","accident,video,fee"
22-FOI-00140,"Pricing & Revenue Management, Train Fares",fee
22-FOI-00141,Unknown,
22-FOI-00142,Unknown,
22-FOI-00143,Unknown,
22-FOI-00144,Unknown,
22-FOI-00145,Unknown,
22-FOI-00146,Unknown,
22-FOI-00147,Unknown,
22-FOI-00148,Telephone Records,telephone
22-FOI-00149,Unknown,
22-FOI-00150,"Video (surveillance videos, APD,EMCS)",video
22-FOI-00151,Customer Service,customer
22-FOI-00152,Unknown,
22-FOI-00153,Unknown,
22-FOI-00154,Unknown,
22-FOI-00155,Customer Service,customer
22-FOI-00156,Unknown,
22-FOI-00157,Unknown,
22-FOI-00158,Contract Management,contractors
22-FOI-00159,Unknown,
22-FOI-00160,Unknown,
22-FOI-00161,"Pricing & Revenue Management, Train Fares",fee
22-FOI-00162,Unknown,
22-FOI-00163,Unknown,
22-FOI-00164,Contract Management,contract
22-FOI-00165,Unknown,
22-FOI-00166,Unknown,
22-FOI-00167,"Video (surveillance videos, APD,EMCS)",video
22-FOI-00168,"Video (surveillance videos, APD,EMCS)",video
22-FOI-00169,Email searches,emails
22-FOI-00170,Unknown,
22-FOI-00171,Contract Management,bid
22-FOI-00172,Unknown,
22-FOI-00173,Contract Management,contracts
22-FOI-00174,Claims,claims
22-FOI-00175,Unknown,
22-FOI-00176,Unknown,
22-FOI-00177,Unknown,
22-FOI-00178,Unknown,
22-FOI-00179,Unknown,
22-FOI-00180,Contract Management,contract
22-FOI-00181,Unknown,
22-FOI-00182,Unknown,
22-FOI-00183,Unknown,
22-FOI-00184,Train Schedules,delay
22-FOI-00185,Unknown,
22-FOI-00186,Unknown,
22-FOI-00187,Unknown,
22-FOI-00190,Unknown,
22-FOI-00191,"Video (surveillance videos, APD,EMCS),Central Reporting","video,accident"
22-FOI-00192,Police Department,police
22-FOI-00193,Unknown,
22-FOI-00194,Unknown,
22-FOI-00195,Unknown,
22-FOI-00196,"Ridership Statistics, Station Ridership Data",statistics
22-FOI-00197,Unknown,
22-FOI-00198,Central Reporting,accident
22-FOI-00199,Unknown,
22-FOI-00200,Procurement,solicitation
22-FOI-00201,Unknown,
22-FOI-00202,Unknown,
22-FOI-00203,Unknown,
22-FOI-00204,Contract Management,contracts
22-FOI-00205,"Central Reporting,Video (surveillance videos, APD,EMCS)","accident,video"
22-FOI-00206,Contract Management,bid
22-FOI-00207,Contract Management,contract
22-FOI-00208,Unknown,
22-FOI-00209,Unknown,
22-FOI-00210,Unknown,
22-FOI-00211,Unknown,
22-FOI-00212,Unknown,
22-FOI-00213,Unknown,
22-FOI-00214,Unknown,
22-FOI-00215,Unknown,
22-FOI-00216,Contract Management,contracts
22-FOI-00217,Central Reporting,incident
22-FOI-00218,Unknown,
22-FOI-00219,Unknown,
22-FOI-00220,Contract Management,bid
22-FOI-00221,Unknown,
22-FOI-00222,Unknown,
22-FOI-00223,Unknown,
22-FOI-00224,Unknown,
22-FOI-00225,Unknown,
22-FOI-00226,Contract Management,contract
22-FOI-00227,Contract Management,bid
22-FOI-00228,Unknown,
22-FOI-00229,Mechanical Systems,locomotives
22-FOI-00230,Unknown,
22-FOI-00231,Unknown,
22-FOI-00232,Unknown,
22-FOI-00233,Unknown,
22-FOI-00234,Contract Management,contracts
22-FOI-00235,"Lawsuits,Central Reporting,Video (surveillance videos, APD,EMCS)","lawsuit,incident,video"
22-FOI-00236,Unknown,
22-FOI-00237,Unknown,
22-FOI-00238,Unknown,
22-FOI-00239,Unknown,
22-FOI-00240,Unknown,
22-FOI-00241,Unknown,
22-FOI-00242,Contract Management,bid
23-FOI-00001,Unknown,
23-FOI-00002,"Central Reporting,Contract Management","incident,contracts"
23-FOI-00003,Central Reporting,incident
23-FOI-00004,Unknown,
23-FOI-00005,Unknown,
23-FOI-00006,Contract Management,contract
23-FOI-00007,Unknown,
23-FOI-00008,Unknown,
23-FOI-00009,Central Reporting,incident
23-FOI-00010,Police Department,police
23-FOI-00011,"Video (surveillance videos, APD,EMCS)",video
23-FOI-00012,Police Department,police
23-FOI-00013,"Video (surveillance videos, APD,EMCS),Police Department,Central Reporting","video,police,accident"
23-FOI-00014,Contract Management,bid
23-FOI-00015,Unknown,
23-FOI-00016,Email searches,emails
23-FOI-00017,Unknown,
23-FOI-00018,Unknown,
23-FOI-00019,Unknown,
23-FOI-00020,Central Reporting,accident
23-FOI-00021,Unknown,
23-FOI-00022,Unknown,
23-FOI-00023,Unknown,
23-FOI-00024,"Pricing & Revenue Management, Train Fares",fee
23-FOI-00025,"Central Reporting,Pricing & Revenue Management, Train Fares","incident,fee"
23-FOI-00026,Unknown,
23-FOI-00027,Unknown,
23-FOI-00028,Unknown,
23-FOI-00029,Unknown,
23-FOI-00030,Contract Management,contract
23-FOI-00031,Unknown,
23-FOI-00032,Unknown,
23-FOI-00033,Unknown,
23-FOI-00034,Unknown,
23-FOI-00035,Unknown,
23-FOI-00036,Unknown,
23-FOI-00037,Contract Management,contracts
23-FOI-00038,Central Reporting,incident
23-FOI-00039,Unknown,
23-FOI-00040,Unknown,
23-FOI-00041,Unknown,
23-FOI-00042,"Contract Management,Train Schedules","contracts,delay"
23-FOI-00043,Unknown,
23-FOI-00044,Unknown,
23-FOI-00045,Unknown,
23-FOI-00046,Unknown,
23-FOI-00047,Contract Management,contract
23-FOI-00048,Unknown,
23-FOI-00049,"Claims,Central Reporting","claims,accident"
23-FOI-00050,Unknown,
23-FOI-00051,Contract Management,bid
23-FOI-00052,Unknown,
23-FOI-00053,Mechanical Systems,locomotives
23-FOI-00054,"Video (surveillance videos, APD,EMCS)",video
23-FOI-00055,Unknown,
23-FOI-00056,Unknown,
23-FOI-00057,Unknown,
23-FOI-00058,Central Reporting,incident
23-FOI-00059,"Video (surveillance videos, APD,EMCS),Central Reporting","surveillance,accident"
23-FOI-00060,Unknown,
23-FOI-00061,Unknown,
23-FOI-00062,Unknown,
23-FOI-00063,Unknown,
23-FOI-00064,Unknown,
23-FOI-00065,Contract Management,contract
23-FOI-00066,Unknown,
23-FOI-00067,Unknown,
23-FOI-00068,"Pricing & Revenue Management, Train Fares",fee
23-FOI-00069,Central Reporting,accident
23-FOI-00070,Unknown,
23-FOI-00071,Unknown,
23-FOI-00072,Unknown,
23-FOI-00073,Unknown,
23-FOI-00074,Police Department,police
23-FOI-00075,Train Schedules,delays
23-FOI-00076,Central Reporting,accident
23-FOI-00077,Central Reporting,accident
23-FOI-00078,Unknown,
23-FOI-00079,Unknown,
23-FOI-00080,"Telephone Records,Central Reporting,Pricing & Revenue Management, Train Fares","telephone,accident,fee"
23-FOI-00081,Occupational Health ADA,accessibility
23-FOI-00082,"Central Reporting,Police Department","accident,police"
23-FOI-00083,Unknown,
23-FOI-00084,Contract Management,contract
23-FOI-00085,Contract Management,contract
23-FOI-00086,Contract Management,contracts
23-FOI-00087,Contract Management,contracts
23-FOI-00088,Unknown,
23-FOI-00089,Contract Management,contract
23-FOI-00090,Unknown,
23-FOI-00091,Unknown,
23-FOI-00092,Unknown,
23-FOI-00093,Unknown,
23-FOI-00094,Contract Management,contractors
23-FOI-00095,Email searches,emails
23-FOI-00096,Unknown,
23-FOI-00097,Unknown,
23-FOI-00098,Unknown,
23-FOI-00099,Unknown,
23-FOI-00100,Unknown,
23-FOI-00101,Unknown,
23-FOI-00102,Contract Management,contract
23-FOI-00103,Unknown,
23-FOI-00104,Unknown,
23-FOI-00105,Unknown,
23-FOI-00106,Unknown,
23-FOI-00107,Unknown,
23-FOI-00108,Central Reporting,incident
23-FOI-00109,Unknown,
23-FOI-00110,Unknown,
23-FOI-00111,Unknown,
23-FOI-00112,Unknown,
23-FOI-00113,Unknown,
23-FOI-00114,Unknown,
23-FOI-00115,Unknown,
23-FOI-00116,Contract Management,bid
23-FOI-00117,"Police Department,Ridership Statistics, Station Ridership Data","police,statistics"
23-FOI-00118,Unknown,
23-FOI-00119,"Video (surveillance videos, APD,EMCS),Central Reporting","video,accident"
23-FOI-00120,VP Comptroller Finance Financial Planning and Analysis ,financial
23-FOI-00121,Unknown,
23-FOI-00122,Unknown,
23-FOI-00123,Unknown,
23-FOI-00124,Unknown,
23-FOI-00125,Unknown,
23-FOI-00126,Unknown,
23-FOI-00127,Contract Management,bid
23-FOI-00128,Unknown,
23-FOI-00129,Unknown,
23-FOI-00130,Unknown,
23-FOI-00131,Unknown,
23-FOI-00132,Unknown,
23-FOI-00133,"Central Reporting,Police Department","incident,police"
23-FOI-00134,Unknown,
23-FOI-00135,Unknown,
23-FOI-00136,VP Comptroller Finance Financial Planning and Analysis ,financial
23-FOI-00137,VP Comptroller Finance Financial Planning and Analysis ,financial
23-FOI-00138,Contract Management,contracts
23-FOI-00139,Unknown,
23-FOI-00140,Unknown,
23-FOI-00141,Unknown,
23-FOI-00142,Unknown,
23-FOI-00143,Unknown,
23-FOI-00144,Unknown,
23-FOI-00145,Unknown,
23-FOI-00146,"Ridership Statistics, Station Ridership Data",statistics
23-FOI-00147,Unknown,
23-FOI-00148,Unknown,
23-FOI-00149,Unknown,
23-FOI-00150,Unknown,
23-FOI-00151,Email searches,emails
23-FOI-00152,Contract Management,contract
23-FOI-00153,Unknown,
23-FOI-00154,Contract Management,contract
23-FOI-00155,Unknown,
23-FOI-00156,Unknown,
23-FOI-00157,Unknown,
23-FOI-00158,"Central Reporting,Video (surveillance videos, APD,EMCS)","incident,video"
23-FOI-00159,Unknown,
23-FOI-00160,Unknown,
23-FOI-00161,Unknown,
23-FOI-00162,"Police Department,Central Reporting","police,incident"
23-FOI-00163,Unknown,
23-FOI-00164,Mechanical Systems,locomotives
23-FOI-00165,"Video (surveillance videos, APD,EMCS)",video
23-FOI-00166,Contract Management,bid
23-FOI-00167,Unknown,
23-FOI-00168,Unknown,
23-FOI-00169,Unknown,
23-FOI-00170,Unknown,
23-FOI-00171,Unknown,
23-FOI-00172,Central Reporting,incident
23-FOI-00173,Unknown,
23-FOI-00174,Unknown,
23-FOI-00175,Unknown,
23-FOI-00176,Occupational Disciplinary Investigations,discrimination
23-FOI-00177,"Procurement,Contract Management","procurement,bid"
23-FOI-00178,"Video (surveillance videos, APD,EMCS),Central Reporting","video,accident"
23-FOI-00179,Unknown,
23-FOI-00180,Unknown,
23-FOI-00181,Unknown,
23-FOI-00182,Unknown,
23-FOI-00183,Central Reporting,accident
23-FOI-00184,Unknown,
23-FOI-00185,Central Reporting,incident
23-FOI-00186,VP Comptroller Finance Financial Planning and Analysis ,financial
23-FOI-00187,Unknown,
